"SUID","ACC","CAZY","CLASS","Cluster Size","Description","Domain","EC","EFI_ID","FAMILY","GDNA","GENUS","GI","GN","GO","HMP_Body_Site","HMP_Oxygen","IPRO","name","ORDER","Organism","PDB","PFAM","PHYLUM","selected","Sequence_Length","shared name","SPECIES","STATUS","Swissprot_Description","Taxonomy_ID","Uniprot_ID"
"1176617","A0A0H3SP04|A0A0M1RJD0|V1QU92|R0EU36|A0A0V9J8Q7|V1MM63|A0A0T7RZV9|A0A0H3BSC0|A0A0G2NS12|T2PZ85|Q8ZLW2|V1WYP4|A0A0V2EBH7|S4KXW5|A0A0W5VZE0|S4K536|A0A0F6TWQ7|A0A0N1VUZ8|A0A0F5BFV4|S4I802|V2NPT8|A0A0H3NM53|V1S9H7|A0A0N1VN62|S5HZS7|A0A0V1Z079|X2KNH1|A0A0J6D8V1|V7IRN4|V7V105|A0A0L5QEL3|A0A0W4YTY4|V1H1Q7|T2QAU6|V2HHN8|A9MPR3|A0A143F4Q6|E8XC58|A0A0L5IM05|V1HLR0|A0A0V2CY49|A0A161GN96|A0A0M3E3P3|A0A0N1VX70|A0A0D6ICB4|A0A0Q9Z7Z5|A0A0F7JDF0|S4JUS0|V2K2W5|B5Q5E3|A0A0M0PZ90|A0A0N1QVL3|V5KJJ5|A0A064DGZ7|S5N0W3|Q8Z3K6|A0A0T9VYH4|Q57JL9|V8MEA1|V2D6V3|V1IAF2|M7RJJ9|H7ECI8|A0A083Z873|A0A090UKG0|G4C355|A0A0K0HEX9|A0A100PV63|B5F6P8|A0A0R9PUX0|A0A0F6B728|S4KFD1|A0A0T9XPI6|A0A0L9EUS3|A0A0H2WT94|B3YA17|A0A089GBU3|B5REJ7|A0A179VKK1|C0PZ14|A0A023N4F8","None","Gammaproteobacteria|NA","81","Pyruvate formate-lyase |Keto-acid formate acetyltransferase |Formate acetyltransferase |Formate C-acetyltransferase |Pyruvate formate-lyase 4 |Probable formate acetyltransferase |PFL-like enzyme TdcE |Uncharacterized protein |Pyruvate formate-lyase 4/2-ketobutyrate formate-lyase |2-ketobutyrate formate-lyase |Pyruvate formate-lyase 4/ 2-ketobutyrate formate-lyase |Putative formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:KGE48657.1}|2.3.1.54 {ECO:0000313|EMBL:AHB45792.1}|None|2.3.1.54 {ECO:0000313|EMBL:KSY24919.1}|2.3.1.- {ECO:0000313|EMBL:CFW77123.1}|2.3.1.54 {ECO:0000313|EMBL:ACF63794.1}|2.3.1.54 {ECO:0000313|EMBL:AAL22114.1}|2.3.1.54 {ECO:0000313|EMBL:KSB77593.1}|2.3.1.54 {ECO:0000313|EMBL:KUB40340.1}|2.3.1.54 {ECO:0000313|EMBL:AKE60149.1}|2.3.1.54 {ECO:0000313|EMBL:EDZ17838.1}|2.3.1.54 {ECO:0000313|EMBL:KKA53757.1}|2.3.1.54 {ECO:0000313|EMBL:EDY23871.1}|2.3.1.54 {ECO:0000313|EMBL:AGQ74505.1}|2.3.1.54 {ECO:0000313|EMBL:KSB12400.1}|2.3.1.54 {ECO:0000313|EMBL:AHN82001.1}|2.3.1.- {ECO:0000313|EMBL:KMM41818.1}|2.3.1.54 {ECO:0000313|EMBL:ETC30988.1}|2.3.1.54 {ECO:0000313|EMBL:KNN86045.1}|2.3.1.54 {ECO:0000313|EMBL:KTO49942.1}|2.3.1.54 {ECO:0000313|EMBL:KNP39622.1}|2.3.1.54 {ECO:0000313|EMBL:KSB60739.1}|2.3.1.54 {ECO:0000313|EMBL:KKY41379.1}|2.3.1.54 {ECO:0000313|EMBL:EDZ35253.1}|2.3.1.54 {ECO:0000313|EMBL:KKE11973.1}|2.3.1.54 {ECO:0000313|EMBL:KRG28137.1}|2.3.1.54 {ECO:0000313|EMBL:EDZ02818.1}|2.3.1.54 {ECO:0000313|EMBL:KOP04366.1}|2.3.1.54 {ECO:0000313|EMBL:ACF90308.1}|2.3.1.54 {ECO:0000313|EMBL:AGX11822.1}|2.3.1.- {ECO:0000313|EMBL:CGV18472.1}|2.3.1.- {ECO:0000313|EMBL:CNQ38078.1}|2.3.1.54 {ECO:0000313|EMBL:KJV21260.1}|2.3.1.54 {ECO:0000313|EMBL:KOP92827.1}|2.3.1.54 {ECO:0000313|EMBL:ACH48531.1}|2.3.1.54 {ECO:0000313|EMBL:ALC68393.1}|2.3.1.- {ECO:0000313|EMBL:CNU74450.1}|2.3.1.54 {ECO:0000313|EMBL:KNW78792.1}|2.3.1.54 {ECO:0000313|EMBL:EDX46395.1}|2.3.1.54 {ECO:0000313|EMBL:AIP96859.1}|2.3.1.54 {ECO:0000313|EMBL:AHW11133.1}","NA","Enterobacteriaceae|NA|Vibrionaceae","False|True","Salmonella|Citrobacter|NA|Vibrio","689487036:1|446790061:1|553867674:1|481050749:1|754936277:1|554960806:1|538466521:0|194403572:1|326629272:1|446790065:1|81521577:4|554229869:1|955642242:1|969108841:3|815960745:1|205331074:1|805303379:1|301159792:1|555221338:1|197241251:1|523819224:1|955576433:1|601105815:1|968754554:13|564142567:1|564533915:1|968590329:67|991858014:51|554690877:1|554957689:1|446790062:1|1015695269:1|323131601:1|911709249:8|554684727:1|955625236:1|555262030:1|821088256:2|205348622:1|1008488592:164|959309054:3|821164810:1|514611427:1|554389022:1|446790070:1|967839168:31|446790059:1|516034842:1|757779655:1|526249241:1|446790056:8|545009614:1|486185963:1|787905750:2|447188352:1|379050954:1|923241864:4|754969314:0|353077778:1|339514169:1|967692466:3|197211134:1|969108423:2|267995440:1|None|919914364:3|56129435:1|446790069:1|686510568:1|205273932:1|901914462:52|446790057:1|605513897:1","SEEB0220_08650|Q786_15810|SEEPB585_09219|D088_740034|APU02_20350|SEES3845_14346|ERS008207_01137|SNSL254_A3503|SG9_3179|A675_01185|STM3241|SEEM1594_13591|LFZ51_13085|A680_02258|DE43_01745|A679_03189|F384_17130|SeI_A4860|TM63_01590|A672_02567|CFSAN001076_00045|SL1344_3213|SEEP1673_19059|SeSPA_A3845|CFSAN002050_23195|LFZ12_02700|SEET0819_23215|RU61_02576|A628_02034|CFSAN001590_02550|AEV26_11170|IN36_23455|SEH50133_19217|A677_02281|SEEA1960_20241|SARI_04378|SEEW1655_02890|STM474_3395|AEV71_20460|SEI61121_13819|LFZ48_15045|AW51_03150|AAY51_16470|SeH_A3731|DD95_20065|AO411_09125|SE14_03443|A673_01934|SED60170_06243|SeV_B1813|AL032_16695|SeSA_A3432|IA1_15680|AF41_00548|A464_3325|ERS248933_00117|ERS157243_00478|SCH_3187|L287_19142|VF01_09335|SEEW9607_11169|A670_01111|SEHO0A_03342|AL012_19740|CIFAM_19_01630|SEENIN0B_03454|SBG_2878|NGUA18_04290|SeAg_B3429|ABT64_11730|STM14_3923|A678_01030|ERS008202_03434|AEX30_04595|SPA3110|SeKA_A2834|N898_20440|SG3138|AWJ13_22365|SPC_3317|Y007_14560","0008861 formate C-acetyltransferase activity|0016829 lyase activity|0016740 transferase activity|None","None|Not Specified","None|Facultative","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom|None","A0A0T9XPI6","Enterobacteriales|NA|Vibrionales","Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000220.|Salmonella enterica subsp. enterica serovar Agona str. 24249.|Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCCBAA-1585.|Salmonella enterica subsp. houtenae serovar 16:z4,z32:-- str. RKS3027.|Citrobacter sp. 50677481.|Salmonella enterica subsp. enterica serovar Senftenberg str. ATCC43845.|Salmonella enterica subsp. enterica serovar Bovismorbificans.|Salmonella newport  (strain SL254)|Salmonella enterica subsp. enterica serovar Gallinarum str. SG9.|Salmonella enterica subsp. enterica serovar Enteritidis str.2009K1726.|Salmonella typhimurium  (strain LT2 / SGSC1412 / ATCC 700720)|Salmonella enterica subsp. enterica serovar Muenchen str. baa1594.|Salmonella enterica subsp. arizonae serovar 63:g,z51:- str. So 20/20.|Salmonella enterica subsp. enterica serovar Enteritidis str.2010K-0286.|Salmonella enterica subsp. arizonae serovar 18:z4,z23:-.|Salmonella enterica subsp. enterica serovar Enteritidis str.2010K-0284.|Citrobacter amalonaticus Y19.|Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str.CVM23701.|Salmonella enterica subsp. salamae.|Salmonella enterica subsp. enterica serovar Enteritidis str. 08-1080.|Salmonella enterica subsp. enterica serovar Litchfield str.CFSAN001076.|Salmonella typhimurium  (strain SL1344)|Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673.|Salmonella enterica subsp. enterica serovar Saintpaul str. SARA23.|Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050.|Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285.|Salmonella enterica subsp. enterica serovar Tennessee str.TXSC_TXSC08-19.|Salmonella derby.|Salmonella enterica subsp. enterica serovar Cubana str. 76814.|Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001590.|Salmonella enterica subsp. enterica serovar Heidelberg.|Salmonella choleraesuis.|Salmonella enterica subsp. houtenae serovar 50:g,z51:- str. 01-0133.|Salmonella enterica subsp. enterica serovar Enteritidis str.2010K-0267.|Salmonella enterica subsp. enterica serovar Albany str. ATCC 51960.|Salmonella arizonae  (strain ATCC BAA-731 / CDC346-86 / RSK2980)|Salmonella enterica subsp. enterica serovar Weltevreden str. 1655.|Salmonella typhimurium  (strain 4/74)|Salmonella enterica subsp. enterica serovar Reading.|Salmonella enterica subsp. indica serovar 6,14,25:z10:1,|Salmonella enterica subsp. salamae serovar 56:z10:e,n,x str. 1369-73.|Salmonella enterica subsp. enterica serovar Anatum str.USDA-ARS-USMARC-1736.|Vibrio parahaemolyticus.|Salmonella enterica subsp. enterica serovar Hadar str. RI_05P066.|Salmonella typhimurium.|Salmonella enterica I.|Salmonella enterica subsp. enterica serovar Enteritidis str.2009K0958.|Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15 str.01-0170.|Salmonella enterica subsp. enterica serovar Virchow str. SL491.|Salmonella schwarzengrund  (strain CVM19633)|Salmonella enterica subsp. enterica serovar Thompson str. RM6836.|Citrobacter sp. MGH 55.|Salmonella bongori N268-08.|Salmonella typhi.|Salmonella enterica subsp. enterica serovar Typhimurium str. DT104.|Salmonella choleraesuis  (strain SC-B67)|Salmonella enterica subsp. enterica serovar Infantis str. 119944.|Salmonella enterica subsp. enterica serovar Berta str. ATCC 8392.|Salmonella enterica subsp. enterica serovar Worthington str. ATCC9607.|Salmonella enterica subsp. enterica serovar Dublin str. UC16.|Salmonella enterica subsp. houtenae str. ATCC BAA-1581.|Citrobacter amalonaticus.|Citrobacter farmeri GTC 1319.|Salmonella enterica subsp. enterica serovar Infantis str. SARB27.|Salmonella bongori  (strain ATCC 43975 / DSM 13772 / NCTC 12419)|Salmonella agona  (strain SL483)|Salmonella newport.|Salmonella typhimurium  (strain 14028s / SGSC 2262)|Salmonella enterica subsp. enterica serovar Enteritidis str.2010K-0271.|Salmonella enterica subsp. enterica serovar Johannesburg.|Salmonella paratyphi A  (strain ATCC 9150 / SARB42)|Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188.|Salmonella enterica subsp. arizonae serovar 62:z36:- str. RKS2983.|Salmonella gallinarum  (strain 287/91 / NCTC 13346)|Salmonella enteritidis.|Salmonella paratyphi C  (strain RKS4594)|Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20.","None","PF01228 Gly_radical|PF02901 PFL|None","Proteobacteria|NA","false","764|770","A0A0T9XPI6","Salmonella enterica|Citrobacter sp. 50677481|NA|Citrobacter amalonaticus|Vibrio parahaemolyticus|Citrobacter sp. MGH 55|Salmonella bongori|Citrobacter farmeri","Unreviewed","NA","1173443|1406860|523829|1240348|1736699|930772|58097|423368|909947|1192588|99287|1079477|1243608|1192593|1192839|1192592|1261127|440534|59202|1192585|1194150|216597|1124962|439846|1271863|1242094|1003191|28144|1192560|1410920|611|28901|1173948|1192590|1173798|41514|1173939|909946|165302|1173950|1243604|1454586|670|465516|90371|59201|1192586|1173780|465517|439843|1064551|1439319|1197719|90370|85569|321314|1329901|1124926|1173940|1192688|523831|35703|1114922|596155|218493|454166|108619|588858|1192591|913076|295319|439842|1386967|550538|149539|476213|859199","A0A0H3SP04_SALE|A0A0M1RJD0_SALE|V1QU92_SALET|R0EU36_SALHO|A0A0V9J8Q7_9ENT|V1MM63_SALSE|A0A0T7RZV9_SALE|A0A0H3BSC0_SALN|A0A0G2NS12_SALG|T2PZ85_SALEN|Q8ZLW2_SALTY|V1WYP4_SALMU|A0A0V2EBH7_SALC|S4KXW5_SALEN|A0A0W5VZE0_SALC|S4K536_SALEN|A0A0F6TWQ7_CITA|A0A0N1VUZ8_SALE|A0A0F5BFV4_SALC|S4I802_SALEN|V2NPT8_SALET|A0A0H3NM53_SALT|V1S9H7_SALET|A0A0N1VN62_SALE|S5HZS7_SALET|A0A0V1Z079_SALE|X2KNH1_SALET|A0A0J6D8V1_SALD|V7IRN4_SALET|V7V105_SALET|A0A0L5QEL3_SALE|A0A0W4YTY4_SALC|V1H1Q7_SALHO|T2QAU6_SALEN|V2HHN8_SALET|A9MPR3_SALAR|A0A143F4Q6_SALE|E8XC58_SALT4|A0A0L5IM05_SALE|V1HLR0_SALCE|A0A0V2CY49_SALC|A0A161GN96_SALA|A0A0M3E3P3_VIBP|A0A0N1VX70_SALH|A0A0D6ICB4_SALT|A0A0Q9Z7Z5_SALE|A0A0F7JDF0_SALE|S4JUS0_SALEN|V2K2W5_SALDZ|B5Q5E3_SALVI|A0A0M0PZ90_SALC|A0A0N1QVL3_SALS|V5KJJ5_SALTH|A0A064DGZ7_9ENT|S5N0W3_SALBN|Q8Z3K6_SALTI|A0A0T9VYH4_SALT|Q57JL9_SALCH|V8MEA1_SALIN|V2D6V3_SALBE|V1IAF2_SALET|M7RJJ9_SALDU|H7ECI8_SALHO|A0A083Z873_CITA|A0A090UKG0_9ENT|G4C355_SALIN|A0A0K0HEX9_SALB|A0A100PV63_SALC|B5F6P8_SALA4|A0A0R9PUX0_SALN|A0A0F6B728_SALT|S4KFD1_SALEN|A0A0T9XPI6_SALE|A0A0L9EUS3_SALE|A0A0H2WT94_SALP|B3YA17_SALET|A0A089GBU3_SALC|B5REJ7_SALG2|A0A179VKK1_SALE|C0PZ14_SALPC|A0A023N4F8_SALM"
"1176618","G5KC78","None","Bacilli","1","Formate C-acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:EHJ56356.1}","NA","Streptococcaceae","False","Streptococcus","493790943:1","STRUR_0392","0008861 formate C-acetyltransferase activity","Urogenital tract","Anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","G5KC78","Lactobacillales","Streptococcus urinalis 2285-97.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","770","G5KC78","Streptococcus urinalis","Unreviewed","NA","764291","G5KC78_9STRE"
"1176619","A0A0F5DDX7|H2GV37|A0A0D6FEY3","None","Actinobacteria","3","Formate acetyltransferase |Formate C-acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:AEX66525.1}|2.3.1.54 {ECO:0000313|EMBL:CKG66321.1}","NA","Corynebacteriaceae","False","Corynebacterium","753872160:1|372102928:0|777191306:0","VN94_02210|CDC7B_0326|ERS451417_00304","0008861 formate C-acetyltransferase activity","Skin|Not Specified","Facultative","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0D6FEY3","Corynebacteriales","Corynebacterium diphtheriae.|Corynebacterium diphtheriae  (strain ATCC 27012 / C7 (beta)","None","PF01228 Gly_radical|PF02901 PFL","Actinobacteria","false","698|745|770","A0A0D6FEY3","Corynebacterium diphtheriae","Unreviewed","NA","1717|698963","A0A0F5DDX7_CORD|H2GV37_CORD7|A0A0D6FEY3_CORD"
"1176620","A0A0F9RVN4","None","NA","1","Uncharacterized protein ","unclassified sequences","None","NA","NA","False","NA","None","LCGC14_0596210","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0F9RVN4","NA","marine sediment metagenome.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","770","A0A0F9RVN4","NA","Unreviewed","NA","412755","A0A0F9RVN4_9ZZZ"
"1176621","A0A0A7GEG9","None","Archaeoglobi","1","Alkylsuccinate synthase/(1-methylalkyl) succinate synthase, catalytic subunit (AssA/MasD) ","Archaea","None","NA","Archaeoglobaceae","False","Geoglobus","728874986:0","GACE_0240","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR010098 PFL2|IPR004184 PFL_dom","A0A0A7GEG9","Archaeoglobales","Geoglobus acetivorans.","None","PF01228 Gly_radical|PF02901 PFL","Euryarchaeota","false","770","A0A0A7GEG9","Geoglobus acetivorans","Unreviewed","NA","565033","A0A0A7GEG9_9EUR"
"1176638","A0A0R1KB33","None","Bacilli","1","Formate acetyltransferase ","Bacteria","None","NA","Lactobacillaceae","False","Lactobacillus","948650303:0","FD03_GL001045","0016740 transferase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0R1KB33","Lactobacillales","Lactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","771","A0A0R1KB33","Lactobacillus nodensis","Unreviewed","NA","1423775","A0A0R1KB33_9LAC"
"1176639","F8EW23","None","Alphaproteobacteria","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:AEI38433.1}","NA","Sphingomonadaceae","False","Zymomonas","336295326:1","Zymop_1543","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","F8EW23","Sphingomonadales","Zymomonas mobilis subsp. pomaceae  (strain ATCC 29192 / JCM 10191 /NBRC 13757 / NCIMB 11200 / NRRL B-4491)","None","PF01228 Gly_radical|PF02901 PFL","Proteobacteria","false","771","F8EW23","Zymomonas mobilis","Unreviewed","NA","579138","F8EW23_ZYMMT"
"1176640","W1U6G4|E6J2N7|I0S5J6|F9PAK1|X8HBC7|I0SJS1|G6A6G7|A0A0W3F131|A0A139QF97|F5U3I3|A0A0E9EDL0|A0A0P0N661|J5HBD3|A0A0C1HKJ2|A0A0E2ITN5|U2Y2V7|T1ZD63|K8YPR9|U2ZV85","None","Bacilli|Chlamydiia|NA","19","Pyruvate formate-lyase |Formate C-acetyltransferase |Pyruvate-formate lyase |Formate acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:EFU21902.1}|2.3.1.54 {ECO:0000313|EMBL:EGV06904.1}|2.3.1.54 {ECO:0000313|EMBL:EUB26242.1}|2.3.1.54 {ECO:0000313|EMBL:EID23624.1}|2.3.1.54 {ECO:0000313|EMBL:KXU01197.1}|2.3.1.54 {ECO:0000313|EMBL:CRH67450.1}|2.3.1.54 {ECO:0000313|EMBL:ALL02283.1}|2.3.1.54 {ECO:0000313|EMBL:EJP25663.1}|2.3.1.54 {ECO:0000313|EMBL:AGU75636.1}|2.3.1.54 {ECO:0000313|EMBL:EKU17985.1}","NA","Streptococcaceae|Chlamydiaceae|NA","False","Streptococcus|Chlamydia|NA","566222101:0|489119585:1|493313204:1|343394356:1|489161300:1|489124297:1|1002526131:0|333766615:1|None|941940518:1|400372724:1|742784645:1|514208814:1|489123189:0|489165034:1|548565966:0","Q615_SPAC00016G0002|HMPREF0813_01527|ANG2_1567|ANG5_0229|HMPREF1514_0231|HMPREF1043_0042|HMPREF9682_01514|AL506_06605|SCODD09_01579|ANG1_1613|ERS095036_02828|SanJ4211_0196c|HMPREF1126_0719|RN79_06215|HMPREF1654_00746|ANG3_1253|SIR_0247|D593_0241|ANG6_0938","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None|Oral|Airways|Not Specified|Blood","None|Anaerobe|Not Specified|Not Specified,Aerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","W1U6G4","Lactobacillales|Chlamydiales|NA","Streptococcus anginosus DORA_7.|Streptococcus anginosus F0211.|Streptococcus constellatus subsp. constellatus SK53.|Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377.|Streptococcus sp. AS20.|Streptococcus anginosus subsp. whileyi CCUG 39159.|Streptococcus intermedius F0395.|Streptococcus sp. FDAARGOS_146.|Streptococcus constellatus.|Streptococcus anginosus SK52 = DSM 20563.|Chlamydia trachomatis.|Streptococcus anginosus.|Streptococcus anginosus SK1138.|Streptococcus intermedius ATCC 27335.|Streptococcus intermedius SK54.|Streptococcus intermedius B196.|Streptococcus intermedius BA1.|Streptococcus anginosus T5.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes|Chlamydiae|NA","false","771","W1U6G4","Streptococcus anginosus|Streptococcus constellatus|Streptococcus sp. AS20|Streptococcus intermedius|Streptococcus sp. FDAARGOS_146|Chlamydia trachomatis|NA","Unreviewed","NA","1403946|706437|1095730|1035184|936578|1095729|857292|1702171|76860|1000570|813|1328|1161422|1316583|1095731|862967|1248420|1163302","W1U6G4_STRAP|E6J2N7_STRAP|I0S5J6_STRCV|F9PAK1_STRCV|X8HBC7_9STRE|I0SJS1_STRAP|G6A6G7_STRIT|A0A0W3F131_9STR|A0A139QF97_STRC|F5U3I3_STRAP|A0A0E9EDL0_CHLT|A0A0P0N661_STRA|J5HBD3_STRAP|A0A0C1HKJ2_STRC|A0A0E2ITN5_STRI|U2Y2V7_STRIT|T1ZD63_STRIT|K8YPR9_STRIT|U2ZV85_STRAP"
"1176641","A0A117LM27","None","NA","1","Pyruvate formate-lyase ","Bacteria","None","NA","NA","False","NA","973097357:0","XD80_1877","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A117LM27","NA","Synergistales bacterium 53_16.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","772","A0A117LM27","NA","Unreviewed","NA","1635273","A0A117LM27_9BAC"
"1176642","U7UQR1","None","Negativicutes","1","Glycyl radical enzyme, PFL2/glycerol dehydratase family ","Bacteria","None","NA","Veillonellaceae","False","Megasphaera","551689209:0","HMPREF1250_0220","0003824 catalytic activity","Urogenital tract","Not Specified","IPR001150 Gly_radical|IPR004184 PFL_dom","U7UQR1","Veillonellales","Megasphaera sp. BV3C16-1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","772","U7UQR1","Megasphaera sp. BV3C16-1","Unreviewed","NA","1111454","U7UQR1_9FIRM"
